iter	Logloss
206	0.6246917957
207	0.6241991466
208	0.623553109
209	0.6229569707
210	0.6225580932
211	0.6218259707
212	0.6210787096
213	0.6203028586
214	0.6194891391
215	0.619024364
216	0.618781789
217	0.618161812
218	0.6175297127
219	0.6169366359
220	0.6166951986
221	0.6161784447
222	0.6156235934
223	0.6153026804
224	0.6149981632
225	0.6144760474
226	0.6137966062
227	0.6131950839
228	0.6121884456
229	0.6119348772
230	0.6109943496
231	0.6104059818
232	0.6098674918
233	0.6093844473
234	0.6090641111
235	0.6084789467
236	0.6080710321
237	0.607659948
238	0.6069877548
239	0.6066226883
240	0.6060748422
241	0.6058420901
242	0.6052714491
243	0.6045214817
244	0.6038746209
245	0.6034360523
246	0.6027542568
247	0.602439587
248	0.6019831956
249	0.6014494836
250	0.6012626732
251	0.6006362976
252	0.5997439929
253	0.5988960808
254	0.5982120893
255	0.5976119806
256	0.5971706332
257	0.5967806633
258	0.5963347176
259	0.5956391957
260	0.5951641152
261	0.5944720101
262	0.5941588842
263	0.5935375811
264	0.5927736129
265	0.5922068178
266	0.5917205893
267	0.5911176854
268	0.5906232899
269	0.5901753508
270	0.5896448443
271	0.5889378721
272	0.588247096
273	0.5877775752
274	0.5873560821
275	0.5868416233
276	0.586572571
277	0.5860353838
278	0.5855325003
279	0.5849225981
280	0.5846407203
281	0.5841377216
282	0.5837018653
283	0.5830856572
284	0.582563963
285	0.5821467562
286	0.5816511156
287	0.5810712865
288	0.5804138089
289	0.5798553527
290	0.5794095077
291	0.5787974337
292	0.5783953908
293	0.5776237976
294	0.5770377757
295	0.576874604
296	0.5762263325
297	0.5760046346
298	0.5755923361
299	0.5748617174
300	0.5744884452
301	0.5736831523
302	0.5731677635
303	0.5727232495
304	0.5720159601
305	0.5715401609
306	0.5709699259
307	0.5703634748
308	0.570060566
309	0.5696200239
310	0.5692071571
311	0.5690367807
312	0.5684013022
313	0.5681256128
314	0.567636419
315	0.567281445
316	0.5670551359
317	0.5666003866
318	0.5661242891
319	0.5654508011
320	0.5651719138
321	0.5645423362
322	0.5642277608
323	0.5635317739
324	0.5632204869
325	0.5631555926
326	0.5627150116
327	0.5622587746
328	0.5616912175
329	0.5615112868
330	0.5610333063
331	0.5606358173
332	0.5603478196
333	0.5597721854
334	0.5595452934
335	0.5592349221
336	0.5586226933
337	0.5584285888
338	0.5580986019
339	0.5576855728
340	0.5573187735
341	0.5567657984
342	0.5563245754
343	0.5559643281
344	0.5554133029
345	0.5551602134
346	0.5546845483
347	0.5543864202
348	0.5541750773
349	0.5538601332
350	0.5536088263
351	0.5532809586
352	0.5526202708
353	0.5519866944
354	0.5513179584
355	0.5510319715
356	0.5506013573
357	0.5502705399
358	0.5498478312
359	0.5493237166
360	0.5492106581
361	0.5487602969
362	0.5482983415
363	0.5476525946
364	0.5470939744
365	0.5467704098
366	0.5461959741
367	0.5459046394
368	0.5456938421
369	0.5451666982
370	0.5449889735
371	0.5446475242
372	0.5440898504
373	0.5438341406
374	0.5435608079
375	0.5431789487
376	0.5429099377
377	0.5423861658
378	0.5419009013
379	0.5413943479
380	0.5410287795
381	0.5406012294
382	0.5403483755
383	0.5397950369
384	0.539248592
385	0.5387377677
386	0.5384577679
387	0.537928027
388	0.5373612004
389	0.5372126298
390	0.5368332028
391	0.5364040331
392	0.5359858118
393	0.5356163559
394	0.5354337833
395	0.5353603521
396	0.5348963285
397	0.5347878635
398	0.5344229993
399	0.5338412911
400	0.5334441477
401	0.5329474216
402	0.5322900081
403	0.532211226
404	0.5317237602
405	0.5311950679
406	0.5306427134
407	0.5303298926
408	0.5300094591
409	0.52957421
410	0.5290198357
411	0.528513411
412	0.5279341679
413	0.5275739445
414	0.5270205448
415	0.5266436012
416	0.5262686551
417	0.5259167684
418	0.5254673659
419	0.5247983612
420	0.5244881107
421	0.5239843704
422	0.5235723755
423	0.523218094
424	0.5227254612
425	0.5221152157
426	0.5215943051
427	0.5212956031
428	0.5211362321
429	0.5210732411
430	0.5206606243
431	0.5202211606
432	0.5199309872
433	0.5197150407
434	0.5193024154
435	0.519230474
436	0.5187220367
437	0.5182975294
438	0.5177642727
439	0.5175739413
440	0.5173006163
441	0.516817322
442	0.5162485103
443	0.51571731
444	0.5153800766
445	0.5151237718
446	0.5147156692
447	0.5145611165
448	0.5140598881
449	0.5136712646
450	0.5132417464
451	0.5126391184
452	0.5123260803
453	0.5118446131
454	0.5114980544
455	0.5111889416
456	0.5108513313
457	0.5107615219
458	0.510262175
459	0.5097220876
460	0.5093377006
461	0.5090318748
462	0.5085984302
463	0.5081137496
464	0.5076377651
465	0.5072789774
466	0.5071144068
467	0.5067085368
468	0.5064401408
469	0.5062453615
470	0.5057831558
471	0.5053805085
472	0.505093852
473	0.5048080954
474	0.5045027215
475	0.5040894957
476	0.5036562599
477	0.5032481796
478	0.503096771
479	0.5026628689
480	0.5022503924
481	0.5018488149
482	0.5011974686
483	0.5005560437
484	0.5004562969
485	0.4999493026
486	0.4993969621
487	0.4990420067
488	0.498732661
489	0.4984250272
490	0.4981624989
491	0.4978239616
492	0.4975108416
493	0.4971607754
494	0.4969043326
495	0.4963783165
496	0.4962684491
497	0.4958821122
498	0.4955195899
499	0.4951199779
500	0.4948256838
501	0.4944682356
502	0.4942072159
503	0.4938242435
504	0.4935074011
505	0.4934238952
506	0.4930108957
507	0.4927577269
508	0.492498681
509	0.492313832
510	0.4920937422
511	0.4917617218
512	0.4913322455
513	0.4908270457
514	0.4904336662
515	0.4900985522
516	0.4896867985
517	0.4894414338
518	0.4891121623
519	0.4888570724
520	0.4885172035
521	0.4882279275
522	0.487882403
523	0.4875449666
524	0.4871201024
525	0.4868513643
526	0.4864792264
527	0.4859039148
528	0.4857214834
529	0.485335128
530	0.4851179193
531	0.484698998
532	0.4844721809
533	0.4841887035
534	0.4835771309
535	0.4832674249
536	0.4829386206
537	0.4826584406
538	0.4824565918
539	0.4823920163
540	0.4822197554
541	0.4818756858
542	0.4815860086
543	0.4813057144
544	0.4812142515
545	0.4809113374
546	0.4807092214
547	0.480444334
548	0.4800682211
549	0.4797898589
550	0.479413595
551	0.4788821091
552	0.4787052698
553	0.4785718462
554	0.4783046786
555	0.4782523588
556	0.4778451442
557	0.47757769
558	0.4771729341
559	0.4767890754
560	0.4764358913
561	0.4760663063
562	0.4757189433
563	0.4753354585
564	0.4750580185
565	0.4747967553
566	0.4745957678
567	0.4741995756
568	0.4740402905
569	0.4737953003
570	0.4735124292
571	0.4733661236
572	0.472930981
573	0.4725960367
574	0.4724144003
575	0.4720961006
576	0.4717944066
577	0.4714287348
578	0.4712169159
579	0.4710473586
580	0.4709041205
581	0.4706250199
582	0.470176558
583	0.469772524
584	0.4694374702
585	0.4690940129
586	0.4687657733
587	0.4684352667
588	0.4681019183
589	0.4679058879
590	0.4677264134
591	0.467309361
592	0.467084375
593	0.4668458395
594	0.4664096366
595	0.4661213332
596	0.4657991712
597	0.465371378
598	0.465075391
599	0.4648328141
600	0.4644173762
601	0.4639945258
602	0.4637145829
603	0.4633228608
604	0.4630581189
605	0.4629201793
606	0.4625403389
607	0.4620768737
608	0.4618446246
609	0.4618019139
610	0.4615775057
611	0.4614234076
612	0.4612062757
613	0.4608772996
614	0.4606698455
615	0.4603497564
616	0.4599533848
617	0.4596804065
618	0.4595916037
619	0.4594551701
620	0.4592816464
621	0.4590455027
622	0.4586607587
623	0.4584311533
624	0.4582105014
625	0.4579638291
626	0.457851635
627	0.4575184962
628	0.4570764681
629	0.4569075583
630	0.4566421376
631	0.4564608674
632	0.4562478388
633	0.4558302668
634	0.455448238
635	0.4551728997
636	0.4550322052
637	0.4548432362
638	0.4543405284
639	0.454238124
640	0.4539206303
641	0.4535881464
642	0.4535277202
643	0.453079723
644	0.4527428758
645	0.4523742636
646	0.451927276
647	0.4515201548
648	0.4513482343
649	0.4510488741
650	0.4508633469
651	0.4506649407
652	0.450290001
653	0.4500216486
654	0.4496687352
655	0.4491787168
656	0.4487479501
657	0.4484114036
658	0.4482379272
659	0.4481176848
660	0.447814985
661	0.4474056774
662	0.4469713854
663	0.4466143675
664	0.4463863
665	0.4459697118
666	0.4458274997
667	0.4457330185
668	0.4452677064
669	0.4448755458
670	0.4443974248
671	0.4441830826
672	0.4439720219
673	0.4438288487
674	0.4435241468
675	0.4431761584
676	0.4429020981
677	0.4426622308
678	0.4423052259
679	0.4419991346
680	0.4416854853
681	0.4412936101
682	0.4410652613
683	0.4407948203
684	0.4405103714
685	0.4403545617
686	0.439916566
687	0.4395599534
688	0.4392372776
689	0.4390203904
690	0.4387888358
691	0.4384942305
692	0.4380869213
693	0.4379154739
694	0.4376509372
695	0.4375021455
696	0.4371250514
697	0.4368198646
698	0.4365924647
699	0.4363670115
700	0.4360607567
701	0.4357533825
702	0.4355064708
703	0.4352371362
704	0.4351312308
705	0.4349665512
706	0.434782295
707	0.4344152021
708	0.4341359786
709	0.4339304406
710	0.4335578546
711	0.4332597142
712	0.4330903039
713	0.432953597
714	0.432754496
715	0.4324569591
716	0.4323743053
717	0.4320302755
718	0.4316315745
719	0.4315289276
720	0.4311471543
721	0.4308893256
722	0.4307070745
723	0.4305401413
724	0.4303803985
725	0.4299826777
726	0.4295907811
727	0.4293416281
728	0.4291276674
729	0.4290288314
730	0.4287763931
731	0.428562997
732	0.4282154294
733	0.4277957012
734	0.4274910706
735	0.4271139515
736	0.4267199019
737	0.4264218257
738	0.4261418214
739	0.4258830625
740	0.4255437021
741	0.4253681674
742	0.425127353
743	0.4247432627
744	0.4243181752
745	0.4240448436
746	0.4237902118
747	0.4235675392
748	0.4232987348
749	0.4230574316
750	0.422765132
751	0.4224922045
752	0.4222194231
753	0.4218444526
754	0.4216649991
755	0.4214914988
756	0.4211916084
757	0.420852182
758	0.4205477255
759	0.420397939
760	0.420134358
761	0.4196523799
762	0.4192727608
763	0.419036214
764	0.4188509295
765	0.4186410727
766	0.4184445294
767	0.4182651375
768	0.417937302
769	0.4177729169
770	0.4175792087
771	0.417440241
772	0.4171640967
773	0.4167730479
774	0.4164770903
775	0.4162552928
776	0.4159558494
777	0.4155151421
778	0.4152794186
779	0.4148830625
780	0.4146585992
781	0.4143308586
782	0.4140346987
783	0.4138177711
784	0.4136414208
785	0.4132646242
786	0.4129047122
787	0.4125514808
788	0.4123739011
789	0.4121362158
790	0.411974656
791	0.4117073286
792	0.4115960827
793	0.4114311975
794	0.4112922165
795	0.4108749288
796	0.410597186
797	0.4103766481
798	0.4100556098
799	0.4097052501
800	0.4095323921
801	0.409276547
802	0.4090566349
803	0.408808844
804	0.4084857715
805	0.4082735871
806	0.4080645271
807	0.4077858279
808	0.407481084
809	0.407033715
810	0.406839312
811	0.4064487887
812	0.4063228016
813	0.4061628036
814	0.4059194087
815	0.405790557
816	0.4054528125
817	0.4052694859
818	0.4050043027
819	0.4045464951
820	0.4043938338
821	0.4043264201
822	0.4040464493
823	0.4039003059
824	0.4037263598
825	0.4033964929
826	0.4032162038
827	0.4030309167
828	0.4028854616
829	0.4026796157
830	0.4024128466
831	0.4020950024
832	0.401960283
833	0.4017872872
834	0.4016493847
835	0.4014296294
836	0.4012805396
837	0.4010896023
838	0.4008802434
839	0.400578542
840	0.4003703174
841	0.4001277604
842	0.3997526193
843	0.3996131271
844	0.3992141445
845	0.3989857265
846	0.3988077286
847	0.3987000491
848	0.3985596912
849	0.3982308237
850	0.3979432142
851	0.3977350599
852	0.3975752179
853	0.3971848002
854	0.3970114597
855	0.3967594507
856	0.3964978582
857	0.3962882112
858	0.3958223071
859	0.3954255594
860	0.3952093002
861	0.3950060396
862	0.3946895637
863	0.3944042085
864	0.3941733858
865	0.394032686
866	0.3937777195
867	0.3936742558
868	0.393497952
869	0.3933135882
870	0.3929507626
871	0.3927442107
872	0.3926027506
873	0.3922868449
874	0.3920695189
875	0.391814618
876	0.3914315288
877	0.3913084051
878	0.391070682
879	0.3908767847
880	0.3906161588
881	0.390360145
882	0.3902680178
883	0.3900338964
884	0.3898931398
885	0.3895174303
886	0.3893339303
887	0.3890842713
888	0.3888561127
889	0.3886905786
890	0.3885523355
891	0.3882646972
892	0.3879105383
893	0.3876418091
894	0.3873647573
895	0.3871944902
896	0.3870744059
897	0.3868149679
898	0.3865281715
899	0.3863911727
900	0.3860391351
901	0.3857920432
902	0.3856296493
903	0.3853700062
904	0.3851619041
905	0.3850157768
906	0.3847752971
907	0.384671413
908	0.3845382474
909	0.3842351241
910	0.3839541357
911	0.3837223842
912	0.3836699492
913	0.3834169143
914	0.3831789935
915	0.3828791833
916	0.3826750794
917	0.3824427155
918	0.3821887142
